"Start","Stop","Length","Frame"
51186100,51186507,408,1
51195811,51196146,336,1
51197434,51197733,300,1
51200299,51200718,420,1
51202423,51202878,456,1
51228091,51228420,330,1
51230407,51230754,348,1
51323122,51323562,441,1
51325285,51325857,573,1
51326683,51327021,339,1
51352516,51352839,324,1
51360397,51360873,477,1
51365110,51365466,357,1
51370639,51370941,303,1
51381826,51382131,306,1
51385135,51385626,492,1
51409255,51409614,360,1
51414055,51414360,306,1
51420244,51420783,540,1
51424924,51425238,315,1
51466297,51466716,420,1
51488251,51488748,498,1
51494098,51494397,300,1
51504535,51504951,417,1
51507643,51507987,345,1
51512680,51512991,312,1
51525472,51526083,612,1
51538453,51539031,579,1
51596611,51596910,300,1
51607303,51607611,309,1
51607645,51608301,657,1
51626401,51626760,360,1
51652378,51652695,318,1
51660211,51660519,309,1
51662644,51663420,777,1
51674305,51674919,615,1
51687997,51688317,321,1
51703636,51704016,381,1
51705040,51705381,342,1
51709144,51709485,342,1
51712843,51713406,564,1
51717232,51717882,651,1
51718858,51719304,447,1
51722995,51723417,423,1
51738187,51738663,477,1
51739699,51740247,549,1
51741097,51741726,630,1
51744040,51744900,861,1
51765868,51766311,444,1
51774793,51775374,582,1
51787630,51788115,486,1
51819238,51819552,315,1
51822658,51823044,387,1
51845611,51845934,324,1
51853381,51854172,792,1
51873859,51874212,354,1
51928099,51928575,477,1
51928777,51929136,360,1
51930079,51930471,393,1
51931891,51932214,324,1
51935005,51935313,309,1
51936358,51936744,387,1
51937591,51937935,345,1
51941587,51941961,375,1
51949171,51949521,351,1
51959932,51960243,312,1
51960253,51960654,402,1
51962899,51963219,321,1
51965170,51965469,300,1
51967444,51967947,504,1
51975136,51975477,342,1
51977947,51978294,348,1
51986833,51987159,327,1
51999904,52000215,312,1
52002232,52002570,339,1
52003996,52004316,321,1
52006219,52006602,384,1
52013239,52013592,354,1
52022398,52022706,309,1
52036825,52037229,405,1
52045075,52045404,330,1
52050181,52050837,657,1
52060933,52061463,531,1
52071535,52071918,384,1
52076245,52076574,330,1
52081834,52082172,339,1
52088788,52089087,300,1
52097092,52097424,333,1
52099864,52100196,333,1
52119826,52120167,342,1
52130581,52130889,309,1
52134637,52134999,363,1
52139230,52139577,348,1
52143310,52143825,516,1
52150468,52150797,330,1
52154371,52154670,300,1
52155052,52155354,303,1
52158478,52159047,570,1
52174879,52175502,624,1
52176589,52177287,699,1
52177339,52177704,366,1
52193170,52193781,612,1
52195624,52195989,366,1
52196914,52197384,471,1
52197535,52197870,336,1
52216474,52216779,306,1
52225753,52226307,555,1
52229776,52230156,381,1
52230340,52230882,543,1
52234246,52234836,591,1
52235788,52236168,381,1
52238605,52239327,723,1
52245898,52246503,606,1
52255792,52256130,339,1
52287670,52288086,417,1
52290343,52290723,381,1
52292563,52293126,564,1
52298218,52298691,474,1
52311913,52312365,453,1
52312492,52312860,369,1
52322443,52322880,438,1
52325722,52326105,384,1
52327660,52328154,495,1
52348894,52349241,348,1
52350667,52351089,423,1
52353043,52353771,729,1
52354744,52355232,489,1
52356082,52356573,492,1
52362253,52362723,471,1
52366441,52366869,429,1
52369735,52370085,351,1
52370803,52371111,309,1
52372156,52373127,972,1
52374418,52374909,492,1
52379887,52380360,474,1
52381465,52382139,675,1
52385902,52386780,879,1
52401415,52401723,309,1
52405471,52405950,480,1
52407163,52407591,429,1
52435972,52436310,339,1
52442461,52443006,546,1
52443358,52443765,408,1
52444501,52444920,420,1
52449901,52450338,438,1
52451356,52451676,321,1
52459390,52459749,360,1
52478347,52478706,360,1
52487461,52488609,1149,1
52491877,52492482,606,1
52492645,52493049,405,1
52501663,52501986,324,1
52505812,52506180,369,1
52506364,52506888,525,1
52509130,52509459,330,1
52509691,52510038,348,1
52521925,52522293,369,1
52524040,52524441,402,1
52527853,52528275,423,1
52533736,52534098,363,1
52555612,52555938,327,1
52597702,52598085,384,1
52601530,52601898,369,1
52712665,52713000,336,1
52714333,52714833,501,1
52758703,52759071,369,1
52781104,52781481,378,1
52782100,52782414,315,1
52788421,52788867,447,1
52789945,52790523,579,1
52797223,52797624,402,1
52800208,52800540,333,1
52809160,52809570,411,1
52811086,52811595,510,1
52811725,52812027,303,1
52812460,52813029,570,1
52817011,52817322,312,1
52826242,52826643,402,1
52826644,52827057,414,1
52834222,52834596,375,1
52834603,52835040,438,1
52840996,52841307,312,1
52851595,52851957,363,1
52852216,52852734,519,1
52863334,52863699,366,1
52865410,52865760,351,1
52871251,52871601,351,1
52884289,52884618,330,1
52926835,52927203,369,1
52946254,52946589,336,1
52962853,52963176,324,1
53033023,53033400,378,1
53056945,53057331,387,1
53068732,53069070,339,1
53116468,53116785,318,1
53117356,53117664,309,1
53130082,53130402,321,1
53150413,53150721,309,1
53157043,53157630,588,1
53160517,53160975,459,1
53165668,53165973,306,1
53166484,53166786,303,1
53167891,53168340,450,1
53170927,53171241,315,1
53179543,53179878,336,1
53186263,53186622,360,1
53193496,53194500,1005,1
53195647,53196315,669,1
53218036,53218341,306,1
53224264,53224686,423,1
53230012,53230488,477,1
53243323,53243685,363,1
53262898,53263200,303,1
53294842,53295189,348,1
53306914,53307348,435,1
53321074,53321379,306,1
53378296,53378607,312,1
53395510,53395896,387,1
53396116,53396511,396,1
53420722,53421042,321,1
53425144,53425473,330,1
53454220,53454705,486,1
53493946,53494683,738,1
53495830,53496201,372,1
53534860,53535249,390,1
53540785,53541087,303,1
53547127,53547438,312,1
53567095,53567499,405,1
53581696,53582535,840,1
53631460,53631765,306,1
53637109,53637513,405,1
53663323,53663655,333,1
53663686,53664144,459,1
53689546,53689983,438,1
53694976,53695326,351,1
53697838,53698158,321,1
53702419,53702757,339,1
53747629,53747940,312,1
53748685,53748987,303,1
53784106,53784450,345,1
53786680,53787066,387,1
53789908,53790213,306,1
53805607,53806110,504,1
53809981,53810361,381,1
53819602,53819991,390,1
53823310,53823615,306,1
53838805,53839191,387,1
53839456,53839812,357,1
53846212,53846607,396,1
53861764,53862147,384,1
53881678,53882319,642,1
53891704,53892015,312,1
53940442,53940765,324,1
53963860,53964180,321,1
53980672,53980998,327,1
53997013,53997351,339,1
53998489,53998893,405,1
54006346,54006756,411,1
54026083,54026400,318,1
54035566,54035985,420,1
54074101,54074436,336,1
54123775,54124191,417,1
54135103,54135483,381,1
54136519,54136875,357,1
54148177,54148554,378,1
54149191,54149517,327,1
54149827,54150132,306,1
54155128,54155499,372,1
54162013,54162330,318,1
54179866,54180171,306,1
54203548,54204039,492,1
54226309,54226638,330,1
54229966,54230295,330,1
54304051,54304383,333,1
54312559,54312861,303,1
54337669,54337986,318,1
54375499,54375861,363,1
54402775,54403146,372,1
54433987,54434379,393,1
54439360,54439779,420,1
54453601,54453939,339,1
54469393,54470067,675,1
54472009,54472314,306,1
54472417,54472722,306,1
54518458,54518790,333,1
54536578,54537024,447,1
54538291,54538845,555,1
54539287,54539598,312,1
54548542,54548883,342,1
54550279,54550701,423,1
54602740,54603096,357,1
54610816,54611133,318,1
54614338,54614637,300,1
54625528,54625866,339,1
54626215,54626661,447,1
54662428,54662757,330,1
54689092,54689682,591,1
54717373,54717840,468,1
54722584,54722886,303,1
54724537,54724860,324,1
54725611,54726039,429,1
54726850,54727179,330,1
54740863,54741171,309,1
54771352,54771660,309,1
54792697,54793059,363,1
54803773,54804114,342,1
54804178,54804564,387,1
54842530,54842835,306,1
54863038,54863508,471,1
54885637,54885936,300,1
54891601,54891909,309,1
54902479,54902823,345,1
54920740,54921060,321,1
54947749,54948120,372,1
54958636,54959013,378,1
54992878,54993276,399,1
54996742,54997125,384,1
55003078,55003443,366,1
55059802,55060158,357,1
55130113,55130475,363,1
55140106,55140978,873,1
55141276,55141644,369,1
55144909,55145238,330,1
55160791,55161273,483,1
55169575,55169928,354,1
55210834,55211175,342,1
55212031,55212561,531,1
55213336,55214883,1548,1
55230184,55230561,378,1
55264993,55265406,414,1
55343584,55343889,306,1
55345219,55345563,345,1
55351741,55352193,453,1
55360255,55360617,363,1
55363462,55363761,300,1
55389751,55390095,345,1
55390111,55390764,654,1
55390828,55391754,927,1
55392262,55393515,1254,1
55393519,55394010,492,1
55415332,55415649,318,1
55444057,55444389,333,1
55446160,55446537,378,1
55454896,55455273,378,1
55481938,55482327,390,1
55491319,55491747,429,1
55518973,55519278,306,1
55524259,55524606,348,1
55529515,55529880,366,1
55540768,55541244,477,1
55549429,55549746,318,1
55557292,55557591,300,1
55568458,55568802,345,1
55579249,55579749,501,1
55609756,55610202,447,1
55624297,55624614,318,1
55647976,55648488,513,1
55663393,55663770,378,1
55669279,55669605,327,1
55675801,55676241,441,1
55690054,55690356,303,1
55709638,55709991,354,1
55721473,55721793,321,1
55748392,55748700,309,1
55766512,55766925,414,1
55803475,55803876,402,1
55859152,55859463,312,1
55876348,55876701,354,1
55885699,55886031,333,1
55906627,55907076,450,1
55928824,55929123,300,1
55930300,55931055,756,1
55941292,55941675,384,1
55955644,55955979,336,1
55957681,55958109,429,1
55972990,55973292,303,1
55974232,55974636,405,1
55975996,55976307,312,1
56012167,56012475,309,1
56026027,56026368,342,1
56062615,56062977,363,1
56091451,56091798,348,1
56103196,56103507,312,1
56145394,56145705,312,1
56212426,56212740,315,1
56216332,56216631,300,1
56217550,56218500,951,1
56231149,56231514,366,1
56233546,56233947,402,1
56249266,56249565,300,1
56319952,56320311,360,1
56341864,56342202,339,1
56370181,56370546,366,1
56403724,56404023,300,1
56412181,56412600,420,1
56429659,56430009,351,1
56468179,56468874,696,1
56470897,56471199,303,1
56512579,56512878,300,1
56527129,56527434,306,1
56541121,56541531,411,1
56556805,56557176,372,1
56563684,56564151,468,1
56581996,56582559,564,1
56611327,56611635,309,1
56617165,56617629,465,1
56632828,56633157,330,1
56645650,56646093,444,1
56661103,56661435,333,1
56687890,56688210,321,1
56720320,56720670,351,1
56804863,56805201,339,1
56883256,56883588,333,1
56900086,56900532,447,1
56904037,56904336,300,1
56925103,56925426,324,1
56925844,56926185,342,1
56928067,56928429,363,1
56929972,56930304,333,1
56948956,56949357,402,1
56979238,56979582,345,1
57007354,57007713,360,1
57090325,57090747,423,1
57097147,57097536,390,1
57135160,57135492,333,1
57172156,57172566,411,1
57182872,57183219,348,1
57217690,57218037,348,1
57227422,57228057,636,1
57265042,57265389,348,1
57478237,57478743,507,1
57485206,57485532,327,1
57499954,57500280,327,1
57539497,57539799,303,1
57540073,57540372,300,1
57549544,57549939,396,1
57553435,57553794,360,1
57556798,57557112,315,1
57559543,57560004,462,1
57573727,57574104,378,1
57574381,57574716,336,1
57607096,57607449,354,1
57613042,57613398,357,1
57650752,57651168,417,1
57677392,57677778,387,1
57687976,57688347,372,1
57692674,57693231,558,1
57710815,57711159,345,1
57747805,57748218,414,1
57765808,57766125,318,1
57775639,57775938,300,1
57883993,57884313,321,1
57896677,57897015,339,1
57900949,57901260,312,1
57913183,57913563,381,1
57941818,57942207,390,1
57961783,57962226,444,1
57979456,57979788,333,1
57982525,57982905,381,1
57982978,57983409,432,1
57996976,57997308,333,1
58008565,58009101,537,1
58027099,58027410,312,1
58037017,58037334,318,1
58050091,58050399,309,1
58060333,58060695,363,1
58100533,58100838,306,1
58104370,58104699,330,1
58106965,58107270,306,1
58123351,58123743,393,1
58130641,58131057,417,1
58149043,58149366,324,1
58155031,58155351,321,1
58183819,58184202,384,1
58253698,58254012,315,1
58290367,58290813,447,1
58328080,58328532,453,1
58329559,58329996,438,1
58346815,58347216,402,1
58354342,58354731,390,1
58372177,58372530,354,1
58404169,58404504,336,1
58443232,58443588,357,1
58500946,58501632,687,1
58511386,58511760,375,1
58523473,58523799,327,1
58529407,58529748,342,1
58540156,58540512,357,1
58546255,58546647,393,1
58550491,58550802,312,1
58551094,58551549,456,1
58570399,58570704,306,1
58574671,58575147,477,1
58588549,58589019,471,1
58617100,58617480,381,1
58618288,58618662,375,1
58630582,58631082,501,1
58632991,58633386,396,1
58636219,58636635,417,1
58642708,58643067,360,1
58652329,58653036,708,1
58661749,58662054,306,1
58666384,58666899,516,1
58667521,58667970,450,1
58680004,58680309,306,1
58687513,58687896,384,1
58708516,58708836,321,1
58721641,58721940,300,1
58753015,58753374,360,1
58775626,58776003,378,1
58809469,58809915,447,1
58809958,58811949,1992,1
58815640,58816335,696,1
58844428,58844736,309,1
58844929,58846359,1431,1
58846393,58847487,1095,1
58853239,58854180,942,1
58854214,58855614,1401,1
58890784,58891095,312,1
58891294,58891611,318,1
58935859,58936443,585,1
58950322,58950657,336,1
58970299,58970607,309,1
59143828,59144142,315,1
59197471,59197803,333,1
59207767,59208294,528,1
59226472,59226795,324,1
59230003,59230377,375,1
59265418,59265723,306,1
59283370,59283675,306,1
59313382,59313681,300,1
59339539,59339934,396,1
59343160,59343588,429,1
59368084,59368542,459,1
59396179,59396508,330,1
59396539,59397252,714,1
59398333,59398905,573,1
59398963,59399631,669,1
59402623,59402958,336,1
59433463,59433861,399,1
59437135,59437446,312,1
59547313,59547627,315,1
59565991,59566329,339,1
59585899,59586366,468,1
59619142,59619468,327,1
59623456,59623794,339,1
59627419,59628228,810,1
59628424,59628885,462,1
59633692,59634015,324,1
59655109,59655477,369,1
59659426,59659788,363,1
59709619,59709936,318,1
59861254,59861553,300,1
59900635,59900994,360,1
59945581,59945958,378,1
59950363,59950686,324,1
59982925,59983395,471,1
60000244,60000570,327,1
60130807,60131160,354,1
60136600,60136923,324,1
60221944,60222246,303,1
60248854,60249186,333,1
60274996,60275394,399,1
60378331,60378720,390,1
60407488,60407814,327,1
60444121,60444525,405,1
60481132,60481734,603,1
60481798,60482298,501,1
60557359,60557691,333,1
60573625,60573936,312,1
60596875,60597276,402,1
60681841,60682254,414,1
60711793,60712191,399,1
60712399,60713751,1353,1
60759760,60760131,372,1
60827128,60827484,357,1
60883780,60884259,480,1
60891073,60891378,306,1
60925972,60926679,708,1
61016758,61017072,315,1
61021813,61022211,399,1
61046128,61046631,504,1
61048321,61048920,600,1
61054762,61055067,306,1
61078240,61078617,378,1
61085185,61085493,309,1
61121323,61121781,459,1
61186591,61186893,303,1
61187479,61187835,357,1
61187848,61188912,1065,1
61189774,61190268,495,1
61201948,61202271,324,1
61251493,61251963,471,1
61263307,61263690,384,1
61332487,61332792,306,1
61366720,61367586,867,1
61394230,61394565,336,1
61398541,61399200,660,1
61433989,61434363,375,1
61434892,61435284,393,1
61524505,61524816,312,1
61528204,61528554,351,1
61563670,61563987,318,1
61628338,61628655,318,1
61671793,61672194,402,1
61706545,61706859,315,1
61724365,61724679,315,1
61735906,61736232,327,1
61860376,61860741,366,1
61925161,61925511,351,1
61958041,61958364,324,1
62017822,62018136,315,1
62046007,62046306,300,1
62195002,62195301,300,1
62199355,62199774,420,1
62260990,62261322,333,1
62315107,62315406,300,1
62372167,62372616,450,1
62386081,62386383,303,1
62415865,62416272,408,1
62416639,62417016,378,1
62494615,62495007,393,1
62571751,62572131,381,1
62666779,62667102,324,1
62852335,62852712,378,1
62889079,62889384,306,1
62986789,62987121,333,1
63045436,63045738,303,1
63050026,63050349,324,1
63122485,63122790,306,1
63138451,63139494,1044,1
63139540,63142083,2544,1
63159895,63160254,360,1
63177415,63177714,300,1
63198583,63198987,405,1
63239386,63239802,417,1
63253558,63254223,666,1
63254881,63255213,333,1
63408049,63408420,372,1
63418567,63418911,345,1
63472423,63472743,321,1
63475921,63476577,657,1
63533596,63534057,462,1
63596032,63596463,432,1
63666103,63666417,315,1
63671722,63672021,300,1
63691276,63691602,327,1
63698068,63698370,303,1
63738262,63739122,861,1
63767095,63767439,345,1
63828262,63828615,354,1
63863212,63863832,621,1
63878662,63878961,300,1
63882358,63882669,312,1
63913030,63913410,381,1
63916861,63917235,375,1
63939136,63939561,426,1
63963526,63963864,339,1
63995461,63996501,1041,1
64055560,64055865,306,1
64145239,64145646,408,1
64147312,64147632,321,1
64151320,64151760,441,1
64252480,64252872,393,1
64271152,64271463,312,1
64318675,64319121,447,1
64377625,64377984,360,1
64383424,64383753,330,1
64430476,64430799,324,1
64445371,64445832,462,1
64467955,64468302,348,1
64479202,64479567,366,1
64479625,64480080,456,1
64488982,64489779,798,1
64504171,64504503,333,1
64519876,64520292,417,1
64542484,64543257,774,1
64556650,64556964,315,1
64623073,64623408,336,1
64708282,64708587,306,1
64734952,64735308,357,1
64779232,64779690,459,1
64781515,64781838,324,1
64799716,64800162,447,1
64800355,64800684,330,1
64807294,64807614,321,1
64812211,64812510,300,1
64814536,64815186,651,1
64839742,64840083,342,1
64845217,64845576,360,1
64901659,64902030,372,1
64925503,64925841,339,1
64979989,64980666,678,1
64980814,64981752,939,1
64989499,64989843,345,1
65005342,65005668,327,1
65057545,65058084,540,1
65058100,65058873,774,1
65069458,65069790,333,1
65078908,65079309,402,1
65122414,65122821,408,1
65193538,65193918,381,1
65208394,65208711,318,1
65270389,65270802,414,1
65270938,65271492,555,1
65277388,65277687,300,1
65286373,65286771,399,1
65322154,65322495,342,1
65368972,65369319,348,1
65370223,65370582,360,1
65378827,65379135,309,1
65383012,65383350,339,1
65510197,65511213,1017,1
65511277,65515104,3828,1
65523904,65524251,348,1
65538679,65539566,888,1
65541598,65542083,486,1
65547544,65547960,417,1
65549029,65549502,474,1
65606221,65606574,354,1
65671576,65671953,378,1
65692750,65693058,309,1
65807836,65808414,579,1
65832304,65832651,348,1
65864392,65864691,300,1
65872330,65872677,348,1
65893351,65893668,318,1
65911300,65911695,396,1
65922409,65922720,312,1
65929147,65929572,426,1
65947762,65948331,570,1
65974195,65974500,306,1
66038392,66038727,336,1
66039610,66039990,381,1
66053578,66053892,315,1
66207175,66207552,378,1
66208714,66209085,372,1
66224980,66225507,528,1
66273811,66274584,774,1
66274678,66275196,519,1
66311962,66312408,447,1
66394225,66394560,336,1
66399910,66400233,324,1
66400771,66401196,426,1
66422569,66422994,426,1
66426292,66426705,414,1
66432895,66433236,342,1
66437638,66438351,714,1
66442477,66443082,606,1
66485686,66486012,327,1
66519145,66519480,336,1
66530590,66530928,339,1
66612718,66613176,459,1
66643507,66643830,324,1
66673300,66673674,375,1
66709567,66709872,306,1
66715885,66716256,372,1
66754705,66755028,324,1
66776548,66776907,360,1
66782434,66782769,336,1
66825424,66825825,402,1
66843913,66844215,303,1
66844906,66845286,381,1
66845332,66846351,1020,1
66847342,66848253,912,1
66874474,66875085,612,1
66888460,66888828,369,1
66894058,66894366,309,1
66895771,66896139,369,1
66899461,66899877,417,1
66912979,66913290,312,1
66917977,66918639,663,1
67123999,67124337,339,1
67151593,67152216,624,1
67152256,67152804,549,1
67159615,67159926,312,1
67164196,67164516,321,1
67228522,67228827,306,1
67229143,67229469,327,1
67229644,67229964,321,1
67279660,67280994,1335,1
67281175,67281699,525,1
67377700,67378002,303,1
67394335,67395081,747,1
67395283,67395582,300,1
67397398,67397895,498,1
67398106,67398966,861,1
67430770,67431102,333,1
67437895,67438410,516,1
67438534,67439016,483,1
67439065,67439409,345,1
67463197,67463496,300,1
67541194,67541835,642,1
67596283,67596591,309,1
67636258,67636560,303,1
67646029,67646475,447,1
67647466,67647837,372,1
67654234,67654617,384,1
67682104,67682412,309,1
67686250,67686555,306,1
67695484,67695783,300,1
67733626,67733940,315,1
67735678,67736211,534,1
67736233,67736553,321,1
67750156,67750524,369,1
67826617,67827015,399,1
67830919,67831338,420,1
67837216,67837587,372,1
67899550,67899933,384,1
67948801,67949199,399,1
68076295,68076660,366,1
68145004,68145633,630,1
68186590,68186943,354,1
68215861,68216175,315,1
68256937,68257296,360,1
68354788,68355117,330,1
68370205,68370561,357,1
68496664,68497011,348,1
68544328,68544732,405,1
68567122,68567475,354,1
68573953,68574414,462,1
68585209,68585664,456,1
68586847,68587179,333,1
68604328,68605035,708,1
68635705,68636589,885,1
68636629,68637027,399,1
68703157,68703645,489,1
68717731,68718072,342,1
68755891,68756202,312,1
68810353,68810652,300,1
68811400,68812233,834,1
68812297,68812611,315,1
68812723,68813247,525,1
68815285,68815851,567,1
68846710,68847009,300,1
68850973,68851284,312,1
68870944,68871300,357,1
68882173,68882481,309,1
68883103,68883435,333,1
68894809,68895237,429,1
68911765,68912082,318,1
68966395,68966715,321,1
69003733,69004077,345,1
69028963,69029307,345,1
69048031,69048378,348,1
69064354,69064752,399,1
69073261,69073572,312,1
69113182,69113559,378,1
69135571,69135915,345,1
69151975,69152295,321,1
69154672,69154995,324,1
69157474,69157854,381,1
69170383,69170682,300,1
69186196,69186534,339,1
69203398,69203733,336,1
69232873,69233199,327,1
69245710,69246018,309,1
69256507,69256866,360,1
69257713,69258132,420,1
69261694,69262182,489,1
69268975,69269310,336,1
69322495,69322884,390,1
69332356,69332772,417,1
69346246,69346890,645,1
69347131,69348324,1194,1
69386158,69386625,468,1
69388888,69389262,375,1
69420880,69421323,444,1
69423862,69424179,318,1
69427612,69427968,357,1
69485344,69485880,537,1
69520357,69520704,348,1
69566242,69566670,429,1
69619174,69619509,336,1
69727882,69728301,420,1
69736009,69736314,306,1
69739897,69740340,444,1
69751453,69751767,315,1
69824407,69824871,465,1
69830050,69830442,393,1
69832594,69833976,1383,1
69834937,69835377,441,1
69873628,69873939,312,1
69912715,69913053,339,1
69981748,69982164,417,1
69999802,70000206,405,1
70003501,70003824,324,1
70023886,70024221,336,1
70062820,70063119,300,1
70171012,70171341,330,1
70216813,70217223,411,1
70240945,70241388,444,1
70279534,70279974,441,1
70290976,70291356,381,1
70306042,70306350,309,1
70418884,70419381,498,1
70516093,70516449,357,1
70538059,70538382,324,1
70552027,70552440,414,1
70577170,70577475,306,1
70660528,70661055,528,1
70679749,70680210,462,1
70703671,70704033,363,1
70706113,70706511,399,1
70838818,70839171,354,1
70876846,70877301,456,1
70942177,70942701,525,1
71007823,71008281,459,1
71115151,71115576,426,1
71172571,71172882,312,1
71178034,71178408,375,1
71249635,71249961,327,1
71309356,71309742,387,1
71350921,71351253,333,1
71360263,71360562,300,1
71363878,71364240,363,1
71385913,71386224,312,1
71405137,71405454,318,1
71434306,71434689,384,1
71458213,71458557,345,1
71499379,71499696,318,1
71514196,71514576,381,1
71581855,71582619,765,1
71582629,71583021,393,1
71583580,71584038,459,1
71585179,71585502,324,1
71595268,71595759,492,1
71713396,71713740,345,1
71724649,71725773,1125,1
71785051,71785575,525,1
71793787,71794161,375,1
71809216,71809656,441,1
71860423,71860725,303,1
71919529,71919891,363,1
71946421,71946741,321,1
71995294,71995608,315,1
71997916,71998230,315,1
72006679,72007047,369,1
72014779,72015210,432,1
72019948,72020325,378,1
72026170,72026478,309,1
72064606,72064971,366,1
72082303,72082608,306,1
72087271,72087660,390,1
72101536,72101850,315,1
72108757,72109230,474,1
72156424,72156873,450,1
72182773,72183102,330,1
72186874,72187215,342,1
72216994,72217323,330,1
72239356,72239733,378,1
72247375,72247908,534,1
72255784,72256128,345,1
72267037,72267426,390,1
72272431,72272745,315,1
72275482,72275835,354,1
72277621,72278058,438,1
72281047,72281388,342,1
72296695,72297060,366,1
72327064,72327855,792,1
72342091,72342396,306,1
72348949,72349347,399,1
72388132,72388557,426,1
72400414,72400782,369,1
72426469,72426792,324,1
72447193,72447639,447,1
72487891,72488199,309,1
72509653,72509955,303,1
72587674,72588054,381,1
72590794,72591168,375,1
72597424,72597975,552,1
72605386,72605691,306,1
72607078,72607404,327,1
72631858,72632226,369,1
72639316,72639621,306,1
72684418,72684738,321,1
72688570,72688923,354,1
72710521,72710823,303,1
72735322,72735678,357,1
72739189,72739632,444,1
72802717,72803058,342,1
72844741,72845088,348,1
72930457,72930909,453,1
72932035,72932493,459,1
72943438,72943764,327,1
72992095,72992592,498,1
73004023,73004352,330,1
73023145,73023492,348,1
73062082,73062900,819,1
73073845,73074264,420,1
73088860,73089231,372,1
73143940,73144287,348,1
73191349,73191654,306,1
73227697,73228323,627,1
73249984,73250301,318,1
73267906,73268274,369,1
73300387,73300740,354,1
73344547,73344873,327,1
73402810,73403154,345,1
73438972,73439430,459,1
73468999,73469310,312,1
73488292,73488642,351,1
73489594,73489938,345,1
73567396,73567770,375,1
73599862,73600206,345,1
73601335,73601745,411,1
73653682,73653990,309,1
73659478,73659888,411,1
73717261,73717575,315,1
73762969,73763391,423,1
73868038,73868385,348,1
73920400,73921173,774,1
73943665,73943979,315,1
73988443,73988763,321,1
73990780,73991175,396,1
73993114,73993614,501,1
73995784,73996239,456,1
74038762,74039163,402,1
74105422,74105721,300,1
74130955,74131278,324,1
74197924,74198247,324,1
74274631,74274966,336,1
74567131,74567574,444,1
74569261,74569572,312,1
74595517,74596068,552,1
74603830,74604159,330,1
74634385,74634702,318,1
74688613,74689602,990,1
74689795,74690118,324,1
74703016,74703612,597,1
74747443,74747787,345,1
74799232,74799744,513,1
74808289,74808681,393,1
74890738,74891061,324,1
74992504,74993106,603,1
75022309,75022620,312,1
75068278,75068694,417,1
75090397,75090732,336,1
75092011,75092334,324,1
75118405,75118731,327,1
75138844,75139326,483,1
75166558,75166884,327,1
75192421,75192732,312,1
75228301,75228642,342,1
75235825,75236157,333,1
75288094,75288393,300,1
75299296,75299652,357,1
75326953,75327264,312,1
75331507,75331836,330,1
75343270,75343602,333,1
75360364,75360867,504,1
75372850,75373212,363,1
75379921,75380811,891,1
75396082,75396426,345,1
75419620,75419943,324,1
75434743,75435168,426,1
75446209,75446688,480,1
75489160,75489849,690,1
75492820,75493173,354,1
75509989,75510534,546,1
75523312,75523704,393,1
75536899,75537207,309,1
75554542,75555279,738,1
75556102,75556506,405,1
75556906,75557634,729,1
75557986,75558519,534,1
75558520,75559029,510,1
75567280,75567579,300,1
75570892,75571335,444,1
75576688,75577053,366,1
75580786,75581178,393,1
75583933,75584316,384,1
75594751,75595092,342,1
75616015,75616344,330,1
75617293,75617637,345,1
75618682,75619227,546,1
75620560,75620922,363,1
75633868,75634212,345,1
75641614,75641916,303,1
75642922,75643272,351,1
75670639,75671136,498,1
75678493,75678894,402,1
75721270,75721593,324,1
75771550,75772062,513,1
75774529,75774858,330,1
75783874,75784188,315,1
75785197,75785664,468,1
75788884,75789201,318,1
75791638,75792108,471,1
75802435,75802755,321,1
75866833,75868551,1719,1
75918628,75919182,555,1
75930196,75930498,303,1
75992353,75992757,405,1
76055128,76055580,453,1
76101739,76102146,408,1
76119820,76120317,498,1
76137589,76137984,396,1
76216576,76217247,672,1
76219261,76219647,387,1
76221562,76221897,336,1
76222735,76223148,414,1
76293958,76294437,480,1
76296334,76296711,378,1
76328968,76329348,381,1
76385062,76385385,324,1
76395817,76396635,819,1
76397410,76398270,861,1
76412950,76413261,312,1
76434832,76435308,477,1
76441207,76441536,330,1
76496938,76497372,435,1
76513240,76513584,345,1
76562806,76563120,315,1
76567546,76568121,576,1
76639138,76639608,471,1
76695499,76695801,303,1
76708267,76708695,429,1
76709299,76709601,303,1
76751719,76752066,348,1
76800598,76800897,300,1
76833904,76834224,321,1
76875481,76875915,435,1
76900090,76900398,309,1
76915831,76916205,375,1
76928446,76928826,381,1
76997854,76998198,345,1
77010775,77011131,357,1
77019241,77019540,300,1
77039449,77039814,366,1
77146084,77146386,303,1
77180365,77180697,333,1
77205295,77205678,384,1
77216272,77216760,489,1
77238838,77239164,327,1
77251309,77251665,357,1
77310397,77310732,336,1
77320633,77321019,387,1
77330254,77330565,312,1
77623684,77623986,303,1
77632558,77632899,342,1
77667154,77667510,357,1
77677582,77677932,351,1
77696710,77697069,360,1
77757778,77758179,402,1
77758303,77758815,513,1
77877631,77877981,351,1
77897698,77898057,360,1
77909032,77909358,327,1
77920807,77921124,318,1
77930227,77930526,300,1
77972503,77972940,438,1
77982523,77982825,303,1
77984782,77985099,318,1
78181786,78182193,408,1
78292198,78292518,321,1
78324490,78324795,306,1
78326788,78327117,330,1
78441847,78442167,321,1
78467746,78468285,540,1
78489418,78489792,375,1
78501946,78502323,378,1
78512749,78513069,321,1
